question_id,clean_text
q8665,tag_119
q10223,tag_76
q3826,tag_96
q9769,tag_77
q6072,tag_95
q10309,tag_74
q8651,tag_121
q4174,tag_85
q5419,tag_78
q6324,tag_129
q4207,tag_78
q8188,tag_119
q6326,tag_129
q5569,tag_98
q4188,tag_118
q9342,tag_87
q4417,tag_98
q6540,tag_121
q10283,tag_77
q6040,tag_72
q5347,tag_72
q10002,tag_83
q6246,tag_71
q5888,tag_74
q3980,tag_83
q816,tag_24 tag_40 tag_184 tag_181
q5182,tag_74
q5719,tag_83
q5908,tag_80
q17252,tag_85
q3752,tag_106
q4256,tag_86
q9142,tag_76
q4588,tag_74
q9610,tag_119
q6543,tag_90
q10970,tag_8 tag_2 tag_182
q17531,tag_22 tag_2 tag_181
q9754,tag_77
q5679,tag_85
q8806,tag_115
q5302,tag_98
q5583,tag_84
q10235,tag_83
q8846,tag_125
q5545,tag_80
q9875,tag_77
q10219,tag_76
q320,tag_36 tag_37 tag_181 tag_185
q9485,tag_76
q9007,tag_78
q4082,tag_73
q9391,tag_93
q9680,tag_85
q9520,tag_83
q8873,tag_77
q6538,tag_121
q11197,tag_4 tag_2 tag_182
q11051,tag_16 tag_2 tag_183
q10981,tag_9 tag_2 tag_181
q10987,tag_9 tag_2 tag_183
q11179,tag_10 tag_7 tag_184
q8078,tag_9 tag_2 tag_183
q6864,tag_179 tag_86
q6863,tag_179 tag_143
q6862,tag_179 tag_77
q6861,tag_179 tag_129
q6794,tag_77
q6795,tag_134
q6796,tag_143
q6793,tag_120
q10707,tag_76
q10704,tag_143
q10706,tag_86
q10705,tag_83
q10948,tag_14 tag_2 tag_183
q11025,tag_15 tag_2 tag_184
q11037,tag_6 tag_7 tag_183
q11121,tag_6 tag_7 tag_183
q11244,tag_15 tag_2 tag_185
q60,tag_14 tag_2 tag_179 tag_182
q11193,tag_1 tag_2 tag_182
q11172,tag_9 tag_2 tag_181
q8115,tag_6 tag_7 tag_179 tag_183
q11178,tag_17 tag_7 tag_183
q8166,tag_17 tag_7 tag_184
q96,tag_6 tag_7 tag_182
q55,tag_6 tag_7 tag_181
q11169,tag_1 tag_2 tag_182
q11079,tag_20 tag_21 tag_181
q11164,tag_9 tag_2 tag_181
q28,tag_6 tag_7 tag_184
q11018,tag_15 tag_2 tag_181
q10978,tag_22 tag_2 tag_182
q48,tag_6 tag_7 tag_184
q11074,tag_5 tag_2 tag_184
q11241,tag_8 tag_2 tag_183
q11159,tag_180 tag_2 tag_182
q11189,tag_17 tag_7 tag_182
q11082,tag_9 tag_2 tag_184
q11108,tag_9 tag_2 tag_181
q10966,tag_18 tag_7 tag_184
q11181,tag_5 tag_2 tag_182
q11214,tag_16 tag_2 tag_182
q10976,tag_14 tag_2 tag_184
q11191,tag_16 tag_2 tag_184
q11185,tag_15 tag_2 tag_182
q10955,tag_17 tag_7 tag_182
q11088,tag_15 tag_2 tag_182
q11162,tag_18 tag_7 tag_183
q11126,tag_6 tag_7 tag_184
q11053,tag_10 tag_7 tag_183
q11115,tag_20 tag_21 tag_181
q11056,tag_14 tag_2 tag_182
q11019,tag_12 tag_2 tag_183
q11012,tag_20 tag_21 tag_181
q11139,tag_180 tag_2 tag_183
q11092,tag_8 tag_2 tag_182
q11163,tag_12 tag_2 tag_184
q11107,tag_20 tag_21 tag_184
q11029,tag_18 tag_7 tag_184
q11152,tag_5 tag_2 tag_183
q11175,tag_5 tag_2 tag_184
q9456,tag_77
q3995,tag_80
q4964,tag_74
q10165,tag_85
q8977,tag_78
q9796,tag_76
q5508,tag_96
q3780,tag_96
q5505,tag_106
q10179,tag_85
q4337,tag_83
q8516,tag_76
q6197,tag_87
q10135,tag_85
q4462,tag_98
q5447,tag_106
q3783,tag_106
q8788,tag_83
q9723,tag_77
q9461,tag_77
q8747,tag_128
q6249,tag_76
q9411,tag_93
q8835,tag_111
q3673,tag_77
q9198,tag_85
q6736,tag_71
q4768,tag_83
q10184,tag_77
q9330,tag_95
q241,tag_24 tag_40 tag_183 tag_181
q10024,tag_78
q4070,tag_121
q10206,tag_76
q6513,tag_116
q10090,tag_83
q9897,tag_77
q9877,tag_76
q9677,tag_85
q3824,tag_86
q9111,tag_85
q9518,tag_83
q3951,tag_76
q9932,tag_85
q9379,tag_93
q3937,tag_103
q5896,tag_119
q8414,tag_105
q8754,tag_77
q5674,tag_121
q10088,tag_83
q366,tag_34 tag_35 tag_184 tag_182
q4543,tag_129
q8640,tag_85
q5727,tag_105
q10300,tag_76
q4059,tag_95
q8903,tag_78
q5655,tag_72
q8198,tag_88
q6465,tag_129
q5695,tag_123
q9750,tag_77
q251,tag_36 tag_37 tag_184 tag_183
q9337,tag_95
q9496,tag_84
q8667,tag_87
q4919,tag_86
q10094,tag_83
q10260,tag_76
q5490,tag_96
q10148,tag_78
q4083,tag_90
q4022,tag_106
q1327,tag_24 tag_43 tag_185 tag_181
q1208,tag_179 tag_28 tag_29 tag_181 tag_185
q640,tag_24 tag_26 tag_183 tag_184
q576,tag_24 tag_26 tag_184 tag_183
q527,tag_179 tag_34 tag_35 tag_185 tag_183
q1039,tag_24 tag_26 tag_185 tag_183
q9729,tag_77
q3956,tag_76
q4541,tag_129
q4844,tag_121
q9802,tag_145
q4916,tag_84
q6532,tag_119
q9069,tag_77
q5688,tag_71
q5240,tag_90
q1203,tag_30 tag_24 tag_43 tag_185 tag_183
q585,tag_24 tag_33 tag_183 tag_182
q294,tag_24 tag_43 tag_182 tag_183
q1361,tag_24 tag_25 tag_181 tag_183
q1195,tag_31 tag_32 tag_184 tag_181
q8191,tag_76
q10239,tag_83
q9933,tag_85
q6007,tag_84
q6336,tag_117
q4683,tag_71
q5418,tag_78
q10151,tag_83
q5063,tag_117
q5460,tag_106
q8531,tag_77
q3830,tag_106
q9844,tag_77
q8657,tag_120
q8731,tag_142
q6070,tag_119
q4672,tag_71
q5629,tag_77
q4186,tag_71
q420,tag_24 tag_40 tag_185 tag_183
q833,tag_24 tag_41 tag_184 tag_183
q1016,tag_28 tag_29 tag_181 tag_185
q634,tag_38 tag_39 tag_182 tag_181
q1394,tag_34 tag_35 tag_184 tag_181
q537,tag_24 tag_40 tag_185 tag_183
q231,tag_24 tag_33 tag_184 tag_185
q392,tag_183 tag_181 tag_31 tag_32
q645,tag_34 tag_32 tag_182 tag_181
q1265,tag_24 tag_43 tag_184 tag_182
q9326,tag_87
q6510,tag_92
q9742,tag_85
q5570,tag_80
q3703,tag_78
q9008,tag_113
q5157,tag_74
q8787,tag_77
q8699,tag_121
q9600,tag_119
q5611,tag_98
q9539,tag_94
q6735,tag_129
q4007,tag_121
q8566,tag_77
q3801,tag_82
q9158,tag_85
q4823,tag_85
q3629,tag_74
q9747,tag_77
q6049,tag_103
q9182,tag_85
q4238,tag_103
q10155,tag_77
q9850,tag_85
q5261,tag_119
q6022,tag_96
q6102,tag_87
q6052,tag_82
q4352,tag_106
q8648,tag_85
q3686,tag_119
q10252,tag_132
q5253,tag_120
q8779,tag_85
q5937,tag_84
q8832,tag_111
q4308,tag_114
q4250,tag_96
q9683,tag_85
q9594,tag_73
q9745,tag_77
q6544,tag_95
q8752,tag_128
q5366,tag_78
q5035,tag_83
q4290,tag_103
q9730,tag_77
q10020,tag_78
q9340,tag_120
q5455,tag_96
q6048,tag_103
q5444,tag_103
q6760,tag_83
q5269,tag_119
q5496,tag_82
q9741,tag_83
q3785,tag_82
q9051,tag_76
q5037,tag_98
q9997,tag_83
q6743,tag_76
q3701,tag_85
q8571,tag_77
q4150,tag_71
q8856,tag_76
q5196,tag_74
q4060,tag_121
q9329,tag_120
q6028,tag_96
q4878,tag_71
q4653,tag_71
q8638,tag_77
q6758,tag_80
q4869,tag_71
q4119,tag_85
q9449,tag_85
q10154,tag_85
q6200,tag_95
q9039,tag_85
q4080,tag_119
q6131,tag_90
q3707,tag_78
q8612,tag_76
q9863,tag_85
q6241,tag_119
q10286,tag_76
q5232,tag_119
q4876,tag_71
q6256,tag_78
q10057,tag_76
q5904,tag_98
q3668,tag_77
q10032,tag_78
q4836,tag_95
q6039,tag_106
q8689,tag_119
q8521,tag_77
q5968,tag_84
q5428,tag_86
q5076,tag_106
q9894,tag_106
q10243,tag_83
q4364,tag_98
q4024,tag_80
q6044,tag_103
q3790,tag_86
q8998,tag_116
q4847,tag_121
q8652,tag_90
q9062,tag_85
q5642,tag_98
q4802,tag_85
q8911,tag_81
q9599,tag_95
q4046,tag_78
q3677,tag_85
q5923,tag_84
q9451,tag_103
q9969,tag_76
q6235,tag_119
q10266,tag_77
q6050,tag_103
q5484,tag_86
q6721,tag_106
q9041,tag_77
q6029,tag_103
q10649,tag_120
q10646,tag_85
q10648,tag_83
q10647,tag_143
q9821,tag_141
q6551,tag_119
q6142,tag_121
q4931,tag_74
q9609,tag_119
q9819,tag_136
q8807,tag_115
q5024,tag_74
q3833,tag_82
q5376,tag_98
q3848,tag_82
q8954,tag_78
q6038,tag_103
q10290,tag_77
q8365,tag_85
q10010,tag_78
q6439,tag_86
q6136,tag_87
q9356,tag_95
q4818,tag_76
q5441,tag_96
q8367,tag_74
q5226,tag_121
q3839,tag_82
q6412,tag_106
q10298,tag_85
q6546,tag_119
q4134,tag_83
q5926,tag_84
q4136,tag_85
q4788,tag_96
q10313,tag_100
q6118,tag_87
q5967,tag_84
q4125,tag_83
q8872,tag_77
q5692,tag_80
q6500,tag_119
q9996,tag_83
q6365,tag_80
q5456,tag_82
q8808,tag_124
q3933,tag_84
q5557,tag_80
q9407,tag_119
q5116,tag_78
q4265,tag_98
q6181,tag_80
q4606,tag_78
q9044,tag_85
q5858,tag_80
q4658,tag_71
q5950,tag_80
q8773,tag_76
q4247,tag_106
q3784,tag_106
q8850,tag_110
q5486,tag_96
q5506,tag_106
q6461,tag_76
q11084,tag_6 tag_7 tag_182
q10990,tag_17 tag_7 tag_182
q11024,tag_11 tag_7 tag_183
q11033,tag_16 tag_2 tag_183
q10960,tag_1 tag_2 tag_182
q11239,tag_4 tag_2 tag_181
q11045,tag_8 tag_2 tag_181
q11156,tag_22 tag_2 tag_183
q6110,tag_87
q6414,tag_106
q5160,tag_74
q6751,tag_76
q9652,tag_78
q9736,tag_85
q5618,tag_76
q5166,tag_74
q5559,tag_84
q6077,tag_119
q6152,tag_90
q9015,tag_78
q4579,tag_76
q6265,tag_83
q4289,tag_78
q9180,tag_77
q6406,tag_77
q5922,tag_80
q6306,tag_74
q6172,tag_83
q5513,tag_86
q9354,tag_93
q4857,tag_71
q10153,tag_77
q5906,tag_80
q4566,tag_77
q4773,tag_71
q4522,tag_90
q6234,tag_90
q5627,tag_74
q5121,tag_74
q6297,tag_74
q3769,tag_86
q4406,tag_98
q4814,tag_77
q9064,tag_76
q3974,tag_83
q5617,tag_119
q10131,tag_77
q4724,tag_71
q8185,tag_74
q6368,tag_85
q6166,tag_85
q3976,tag_83
q9418,tag_107
q6493,tag_85
q5661,tag_90
q5700,tag_85
q6033,tag_106
q9465,tag_77
q4571,tag_77
q4330,tag_83
q4327,tag_76
q8737,tag_142
q5925,tag_80
q3706,tag_78
q9852,tag_77
q8686,tag_121
q5404,tag_78
q8892,tag_76
q6266,tag_74
q5613,tag_83
q4928,tag_77
q4687,tag_83
q4705,tag_71
q9512,tag_83
q4235,tag_71
q5399,tag_74
q4292,tag_83
q6252,tag_83
q3902,tag_83
q5954,tag_80
q9501,tag_83
q6384,tag_85
q9661,tag_78
q3962,tag_84
q3679,tag_85
q6169,tag_84
q9916,tag_85
q6398,tag_77
q4902,tag_76
q5426,tag_71
q8830,tag_111
q5464,tag_106
q4873,tag_71
q6154,tag_77
q4848,tag_122
q9614,tag_119
q5290,tag_80
q3734,tag_78
q4905,tag_77
q5969,tag_84
q4715,tag_71
q6126,tag_90
q6462,tag_83
q4707,tag_71
q10316,tag_83
q3845,tag_106
q4547,tag_80
q5901,tag_119
q5225,tag_90
q3924,tag_85
q4860,tag_71
q8672,tag_119
q8875,tag_77
q4837,tag_90
q6531,tag_119
q9525,tag_94
q3841,tag_106
q6233,tag_83
q3999,tag_76
q10306,tag_88
q6087,tag_87
q5918,tag_84
q4714,tag_83
q5465,tag_106
q9961,tag_76
q3957,tag_76
q4281,tag_76
q5089,tag_85
q4266,tag_84
q10124,tag_83
q3978,tag_83
q3671,tag_77
q5377,tag_84
q8374,tag_77
q8730,tag_142
q3948,tag_76
q6227,tag_74
q5355,tag_78
q5114,tag_80
q6410,tag_77
q6395,tag_77
q4612,tag_78
q9459,tag_77
q9601,tag_119
q5878,tag_74
q4339,tag_84
q3737,tag_78
q4350,tag_78
q4159,tag_119
q5133,tag_74
q9958,tag_106
q3817,tag_106
q4255,tag_106
q5409,tag_78
q6002,tag_84
q9155,tag_83
q5268,tag_119
q9755,tag_74
q3938,tag_76
q5910,tag_84
q5988,tag_84
q5029,tag_78
q9685,tag_76
q6476,tag_77
q9656,tag_78
q3970,tag_83
q8382,tag_132
q6174,tag_83
q5622,tag_76
q8389,tag_76
q4141,tag_85
q10167,tag_85
q5489,tag_106
q9625,tag_78
q6481,tag_77
q8734,tag_142
q855,tag_34 tag_35 tag_181 tag_185
q672,tag_24 tag_40 tag_182 tag_183
q1122,tag_31 tag_32 tag_183 tag_185
q1237,tag_24 tag_33 tag_181 tag_185
q1205,tag_179 tag_38 tag_39 tag_181 tag_183
q3631,tag_74
q9749,tag_76
q8712,tag_88
q3656,tag_74
q4422,tag_84
q4268,tag_98
q4572,tag_85
q4331,tag_83
q5916,tag_84
q10174,tag_85
q4532,tag_85
q5712,tag_83
q5850,tag_84
q9780,tag_144
q5042,tag_78
q6367,tag_85
q8941,tag_78
q5706,tag_85
q5122,tag_74
q4921,tag_83
q10332,tag_85
q3605,tag_74
q6478,tag_85
q5102,tag_77
q9104,tag_76
q4911,tag_84
q4780,tag_84
q9010,tag_133
q5211,tag_74
q3875,tag_74
q6389,tag_85
q3981,tag_83
q4567,tag_77
q3713,tag_78
q8976,tag_81
q4531,tag_85
q4534,tag_85
q8588,tag_106
q622,tag_34 tag_35 tag_182 tag_184
q705,tag_24 tag_40 tag_182 tag_184
q6245,tag_85
q3742,tag_78
q9571,tag_130
q9940,tag_77
q5914,tag_84
q9666,tag_78
q5956,tag_84
q9701,tag_76
q4798,tag_85
q5188,tag_74
q6349,tag_84
q10045,tag_78
q9332,tag_120
q409,tag_24 tag_43 tag_185 tag_181
q819,tag_179 tag_36 tag_37 tag_185 tag_183
q924,tag_36 tag_37 tag_181 tag_183
q1045,tag_30 tag_24 tag_33 tag_181 tag_185
q5697,tag_77
q9506,tag_83
q4967,tag_74
q5213,tag_74
q4195,tag_84
q8987,tag_116
q9481,tag_76
q6483,tag_78
q4140,tag_85
q1312,tag_24 tag_40 tag_183 tag_181
q777,tag_24 tag_40 tag_185 tag_181
q530,tag_31 tag_32 tag_185 tag_183
q1166,tag_34 tag_35 tag_183 tag_182
q1387,tag_24 tag_40 tag_184 tag_181
q736,tag_24 tag_40 tag_184 tag_183
q8452,tag_74
q4439,tag_84
q4177,tag_88
q3850,tag_74
q3674,tag_77
q3636,tag_74
q1366,tag_31 tag_32 tag_183 tag_182
q742,tag_30 tag_24 tag_45 tag_183 tag_184
q1256,tag_30 tag_28 tag_37 tag_185 tag_183
q1094,tag_24 tag_40 tag_185 tag_183
q582,tag_34 tag_35 tag_181 tag_183
q501,tag_34 tag_35 tag_183 tag_182
q5989,tag_84
q8642,tag_76
q5175,tag_74
q4054,tag_78
q5420,tag_78
q9650,tag_78
q4954,tag_74
q8725,tag_142
q209,tag_31 tag_42 tag_185 tag_181
q381,tag_31 tag_32 tag_183 tag_181
q770,tag_179 tag_31 tag_32 tag_181 tag_185
q378,tag_24 tag_40 tag_181 tag_183
q4611,tag_78
q3644,tag_74
q8404,tag_74
q5558,tag_84
q10242,tag_83
q4999,tag_74
q6343,tag_74
q240,tag_34 tag_35 tag_185 tag_181
q332,tag_24 tag_40 tag_181 tag_185
q1142,tag_24 tag_50 tag_183 tag_182
q1263,tag_24 tag_50 tag_182 tag_184
q555,tag_27 tag_36 tag_37 tag_181 tag_183
q428,tag_24 tag_40 tag_181 tag_185
q1354,tag_30 tag_28 tag_29 tag_184 tag_182
q578,tag_24 tag_40 tag_181 tag_183
q10098,tag_83
q10028,tag_78
q3894,tag_74
q8395,tag_74
q10022,tag_78
q9413,tag_90
q3715,tag_78
q4051,tag_78
q3892,tag_74
q9943,tag_77
q10033,tag_78
q8456,tag_74
q4941,tag_74
q9866,tag_85
q3913,tag_74
q5120,tag_74
q559,tag_30 tag_31 tag_32 tag_184 tag_181
q446,tag_34 tag_35 tag_184 tag_183
q9637,tag_78
q8192,tag_86
q3603,tag_74
q8394,tag_74
q6165,tag_74
q8471,tag_74
q9632,tag_78
q8762,tag_77
q625,tag_34 tag_35 tag_184 tag_181
q903,tag_24 tag_25 tag_183 tag_181
q1113,tag_24 tag_40 tag_181 tag_185
q1172,tag_24 tag_40 tag_183 tag_181
q233,tag_28 tag_29 tag_181 tag_185
q3897,tag_74
q6267,tag_74
q8945,tag_78
q8416,tag_74
q8463,tag_74
q9531,tag_94
q5165,tag_74
q6302,tag_74
q863,tag_31 tag_32 tag_183 tag_185
q768,tag_31 tag_32 tag_184 tag_185
q475,tag_36 tag_37 tag_182 tag_181
q4956,tag_74
q9351,tag_109
q4589,tag_74
q6282,tag_74
q9529,tag_94
q5178,tag_74
q4629,tag_74
q8772,tag_74
q1319,tag_24 tag_26 tag_185 tag_183
q1239,tag_24 tag_40 tag_181 tag_185
q5868,tag_74
q5808,tag_74
q3886,tag_74
q6279,tag_74
q402,tag_30 tag_24 tag_26 tag_181 tag_183
q846,tag_31 tag_32 tag_182 tag_181
q466,tag_28 tag_29 tag_181 tag_183
q8481,tag_74
q9718,tag_77
q4110,tag_74
q3643,tag_74
q8457,tag_74
q5791,tag_74
q286,tag_24 tag_40 tag_184 tag_181
q1065,tag_30 tag_36 tag_37 tag_185 tag_183
q3859,tag_74
q5807,tag_74
q10257,tag_76
q5894,tag_74
q5200,tag_74
q4943,tag_74
q6272,tag_74
q5022,tag_74
q3865,tag_74
q9759,tag_76
q3868,tag_74
q5129,tag_74
q5014,tag_74
q4985,tag_74
q8408,tag_74
q531,tag_34 tag_35 tag_181 tag_185
q1109,tag_31 tag_32 tag_185 tag_183
q8399,tag_74
q4893,tag_74
q5726,tag_74
q3852,tag_74
q8469,tag_74
q9089,tag_98
q3855,tag_74
q5128,tag_74
q338,tag_31 tag_32 tag_185 tag_183
q3885,tag_74
q9870,tag_76
q4937,tag_74
q8415,tag_74
q5875,tag_74
q9144,tag_77
q5614,tag_74
q4969,tag_74
q1322,tag_44 tag_45 tag_183 tag_185
q3866,tag_74
q4988,tag_74
q5173,tag_74
q9194,tag_77
q4953,tag_74
q4751,tag_74
q6316,tag_74
q8863,tag_85
q5167,tag_74
q476,tag_31 tag_32 tag_184 tag_182
q9691,tag_77
q5174,tag_74
q4990,tag_74
q4279,tag_74
q8487,tag_74
q5124,tag_74
q6153,tag_74
q5026,tag_74
q5027,tag_74
q6298,tag_74
q4933,tag_74
q5867,tag_74
q3854,tag_74
q1248,tag_30 tag_31 tag_42 tag_185 tag_183
q371,tag_184 tag_183 tag_24 tag_33
q426,tag_34 tag_35 tag_184 tag_185
q341,tag_30 tag_38 tag_39 tag_184 tag_183
q5796,tag_74
q8468,tag_74
q8426,tag_74
q4949,tag_74
q8423,tag_74
q10003,tag_83
q1281,tag_30 tag_24 tag_43 tag_183 tag_182
q1246,tag_36 tag_37 tag_183 tag_181
q623,tag_24 tag_41 tag_182 tag_183
q3867,tag_74
q3614,tag_74
q3620,tag_74
q8994,tag_78
q4966,tag_74
q873,tag_36 tag_37 tag_183 tag_181
q1017,tag_28 tag_29 tag_183 tag_185
q4948,tag_74
q8477,tag_74
q5187,tag_74
q9450,tag_77
q5790,tag_74
q8440,tag_74
q5177,tag_74
q9014,tag_78
q201,tag_28 tag_29 tag_184 tag_183
q462,tag_24 tag_50 tag_184 tag_183
q525,tag_34 tag_35 tag_183 tag_181
q565,tag_36 tag_37 tag_184 tag_182
q4782,tag_74
q5874,tag_74
q4998,tag_74
q6268,tag_74
q8453,tag_74
q8480,tag_74
q4974,tag_74
q6284,tag_74
q1350,tag_24 tag_33 tag_184 tag_182
q575,tag_24 tag_41 tag_181 tag_184
q1044,tag_24 tag_40 tag_181 tag_185
q925,tag_24 tag_50 tag_182 tag_183
q8748,tag_128
q5885,tag_74
q4762,tag_74
q4503,tag_74
q9770,tag_71
q8454,tag_74
q5142,tag_74
q9674,tag_85
q9417,tag_144
q499,tag_27 tag_24 tag_26 tag_182 tag_184
q434,tag_31 tag_32 tag_185 tag_181
q9542,tag_94
q9697,tag_83
q8362,tag_144
q8738,tag_138
q9406,tag_119
q1157,tag_24 tag_25 tag_184 tag_183
q884,tag_34 tag_42 tag_183 tag_184
q386,tag_38 tag_39 tag_183 tag_184
q1061,tag_34 tag_42 tag_181 tag_185
q1120,tag_31 tag_32 tag_185 tag_183
q265,tag_24 tag_33 tag_182 tag_181
q10329,tag_131
q10203,tag_106
q9013,tag_113
q10276,tag_76
q9782,tag_85
q9835,tag_76
q262,tag_44 tag_45 tag_183 tag_182
q694,tag_30 tag_31 tag_42 tag_183 tag_184
q511,tag_36 tag_37 tag_184 tag_181
q9434,tag_85
q8602,tag_76
q9811,tag_112
q8377,tag_74
q8736,tag_142
q9787,tag_87
q9503,tag_83
q9544,tag_94
q249,tag_27 tag_38 tag_39 tag_185 tag_184
q1072,tag_23 tag_24 tag_25 tag_181 tag_182
q644,tag_24 tag_25 tag_183 tag_182
q9893,tag_85
q9368,tag_93
q9574,tag_130
q9463,tag_77
q9696,tag_77
q9122,tag_85
q9714,tag_85
q9126,tag_77
q1231,tag_24 tag_50 tag_184 tag_185
q1358,tag_28 tag_29 tag_184 tag_181
q1066,tag_24 tag_43 tag_181 tag_185
q1056,tag_179 tag_38 tag_39 tag_185 tag_183
q8840,tag_137
q8706,tag_88
q9876,tag_83
q1164,tag_179 tag_24 tag_43 tag_182 tag_184
q1219,tag_24 tag_26 tag_185 tag_183
q1206,tag_24 tag_41 tag_184 tag_183
q9019,tag_78
q9925,tag_85
q9060,tag_77
q8193,tag_130
q9906,tag_120
q8755,tag_83
q8864,tag_76
q1209,tag_24 tag_25 tag_181 tag_185
q919,tag_24 tag_43 tag_181 tag_183
q1126,tag_44 tag_45 tag_184 tag_182
q1357,tag_34 tag_35 tag_184 tag_183
q691,tag_24 tag_50 tag_181 tag_183
q8970,tag_78
q9390,tag_120
q9912,tag_85
q8928,tag_116
q8893,tag_77
q9874,tag_85
q826,tag_30 tag_31 tag_32 tag_184 tag_182
q1192,tag_30 tag_34 tag_42 tag_183 tag_184
q1177,tag_179 tag_24 tag_33 tag_183 tag_181
q5271,tag_138
q8506,tag_85
q8983,tag_78
q10008,tag_71
q290,tag_24 tag_26 tag_183 tag_184
q976,tag_31 tag_32 tag_183 tag_182
q662,tag_23 tag_24 tag_33 tag_181 tag_183
q1247,tag_28 tag_37 tag_183 tag_184
q797,tag_31 tag_32 tag_181 tag_185
q990,tag_24 tag_25 tag_181 tag_182
q8184,tag_86
q5802,tag_74
q8885,tag_77
q10211,tag_76
q9827,tag_141
q9994,tag_83
q9441,tag_85
q703,tag_38 tag_39 tag_184 tag_182
q1214,tag_23 tag_24 tag_33 tag_185 tag_181
q8543,tag_85
q9849,tag_85
q8980,tag_78
q8778,tag_77
q9077,tag_71
q1199,tag_36 tag_37 tag_182 tag_183
q667,tag_38 tag_37 tag_182 tag_181
q577,tag_179 tag_28 tag_29 tag_184 tag_181
q490,tag_30 tag_34 tag_42 tag_182 tag_181
q8999,tag_78
q10288,tag_77
q9929,tag_85
q9152,tag_77
q8729,tag_117
q8204,tag_77
q8581,tag_77
q6314,tag_74
q248,tag_24 tag_40 tag_184 tag_181
q521,tag_30 tag_24 tag_40 tag_185 tag_181
q1347,tag_23 tag_24 tag_33 tag_183 tag_181
q468,tag_24 tag_50 tag_181 tag_183
q9412,tag_120
q9873,tag_76
q10249,tag_83
q9820,tag_136
q9885,tag_85
q10285,tag_76
q8905,tag_81
q1328,tag_31 tag_32 tag_181 tag_183
q1158,tag_27 tag_24 tag_40 tag_184 tag_181
q1204,tag_24 tag_25 tag_185 tag_183
q987,tag_27 tag_24 tag_40 tag_181 tag_183
q1046,tag_24 tag_40 tag_181 tag_185
q353,tag_44 tag_45 tag_184 tag_181
q9034,tag_77
q9964,tag_76
q4347,tag_105
q10333,tag_99
q9944,tag_77
q9909,tag_76
q9815,tag_136
q892,tag_27 tag_24 tag_26 tag_183 tag_181
q310,tag_28 tag_37 tag_183 tag_182
q606,tag_36 tag_37 tag_184 tag_183
q461,tag_30 tag_24 tag_33 tag_181 tag_184
q10275,tag_77
q8393,tag_96
q9116,tag_77
q8820,tag_108
q9444,tag_85
q9565,tag_75
q9719,tag_85
q8579,tag_77
q1064,tag_34 tag_42 tag_185 tag_183
q339,tag_38 tag_39 tag_185 tag_183
q299,tag_27 tag_34 tag_35 tag_182 tag_181
q367,tag_183 tag_181 tag_24 tag_25
q1296,tag_24 tag_40 tag_183 tag_185
q4542,tag_129
q9794,tag_74
q8718,tag_144
q9029,tag_85
q9960,tag_76
q10170,tag_85
q8364,tag_135
q3843,tag_106
q8955,tag_81
q607,tag_34 tag_35 tag_184 tag_181
q484,tag_28 tag_29 tag_182 tag_183
q1170,tag_28 tag_29 tag_182 tag_181
q9375,tag_109
q8798,tag_77
q8645,tag_76
q9193,tag_85
q10120,tag_77
q10089,tag_83
q896,tag_31 tag_32 tag_182 tag_183
q785,tag_24 tag_26 tag_185 tag_184
q1230,tag_31 tag_32 tag_181 tag_185
q965,tag_24 tag_33 tag_182 tag_183
q9809,tag_112
q8493,tag_85
q9446,tag_85
q8585,tag_77
q10162,tag_85
q9472,tag_106
q9569,tag_75
q417,tag_24 tag_26 tag_183 tag_184
q296,tag_27 tag_24 tag_48 tag_181 tag_182
q1029,tag_31 tag_32 tag_184 tag_181
q867,tag_179 tag_34 tag_35 tag_185 tag_183
q8525,tag_85
q9799,tag_145
q9061,tag_77
q8781,tag_77
q8622,tag_85
q9509,tag_83
q8575,tag_77
q1372,tag_24 tag_40 tag_183 tag_181
q8950,tag_114
q9813,tag_136
q8742,tag_138
q9984,tag_84
q9398,tag_121
q9707,tag_85
q1123,tag_24 tag_40 tag_183 tag_181
q277,tag_31 tag_32 tag_182 tag_181
q1375,tag_27 tag_44 tag_45 tag_184 tag_182
q780,tag_28 tag_32 tag_185 tag_183
q1145,tag_24 tag_40 tag_182 tag_183
q1117,tag_24 tag_43 tag_185 tag_183
q472,tag_34 tag_42 tag_182 tag_181
q395,tag_181 tag_185 tag_30 tag_34 tag_35
q1282,tag_28 tag_29 tag_182 tag_181
q344,tag_24 tag_43 tag_182 tag_183
q10147,tag_76
q8927,tag_81
q8874,tag_77
q10143,tag_85
q939,tag_24 tag_50 tag_183 tag_184
q246,tag_30 tag_24 tag_50 tag_185 tag_183
q8812,tag_124
q9886,tag_77
q10292,tag_85
q8578,tag_77
q9021,tag_113
q9952,tag_77
q10084,tag_83
q9119,tag_74
q10166,tag_85
q10132,tag_76
q1313,tag_28 tag_29 tag_185 tag_183
q1009,tag_28 tag_45 tag_183 tag_184
q912,tag_24 tag_43 tag_181 tag_184
q869,tag_44 tag_45 tag_184 tag_181
q1151,tag_24 tag_43 tag_184 tag_182
q1082,tag_24 tag_40 tag_183 tag_181
q1083,tag_34 tag_35 tag_183 tag_182
q515,tag_24 tag_26 tag_184 tag_185
q1200,tag_34 tag_35 tag_182 tag_181
q1344,tag_31 tag_32 tag_185 tag_183
q1277,tag_24 tag_25 tag_183 tag_184
q8363,tag_88
q4892,tag_73
q9083,tag_94
q8817,tag_113
