question_id,tags,Pseudoteks (clean_text)
q8272,155;164;148;176,tag_155 tag_164 tag_148 tag_176
q8273,155;164;153;176,tag_155 tag_164 tag_153 tag_176
q8274,155;164;149;176,tag_155 tag_164 tag_149 tag_176
q8275,155;164;153;176,tag_155 tag_164 tag_153 tag_176
q8276,155;164;149;176,tag_155 tag_164 tag_149 tag_176
q5215,74,tag_74
q4121,85,tag_85
q4145,85,tag_85
q4465,84,tag_84
q3658,74,tag_74
q6318,129,tag_129
q6250,73,tag_73
q6549,119,tag_119
q9170,85,tag_85
q8547,85,tag_85
q6445,76,tag_76
q6453,105,tag_105
q8567,77,tag_77
q4846,90,tag_90
q5900,120,tag_120
q5030,83,tag_83
q4610,133,tag_133
q5574,104,tag_104
q8855,83,tag_83
q6127,73,tag_73
q5686,104,tag_104
q9409,107,tag_107
q6085,120,tag_120
q3698,124,tag_124
q4684,71,tag_71
q8626,85,tag_85
q4668,71,tag_71
q9347,121,tag_121
q5279,93,tag_93
q10016,78,tag_78
q4712,71,tag_71
q4810,85,tag_85
q5358,78,tag_78
q5099,119,tag_119
q5214,74,tag_74
q8370,85,tag_85
q5036,104,tag_104
q3738,78,tag_78
q1173,34;35;182;184,tag_34 tag_35 tag_182 tag_184
q1275,179;34;42;184;181,tag_179 tag_34 tag_42 tag_184 tag_181
q226,24;43;184;185,tag_24 tag_43 tag_184 tag_185
q748,38;39;181;182,tag_38 tag_39 tag_181 tag_182
q718,31;32;183;185,tag_31 tag_32 tag_183 tag_185
q4194,85,tag_85
q9148,85,tag_85
q4428,98,tag_98
q5960,104,tag_104
q579,28;29;184;181,tag_28 tag_29 tag_184 tag_181
q327,30;36;32;183;185,tag_30 tag_36 tag_32 tag_183 tag_185
q372,181;185;27;24;26,tag_181 tag_185 tag_27 tag_24 tag_26
q504,24;50;182;183,tag_24 tag_50 tag_182 tag_183
q5573,80,tag_80
q9902,83,tag_83
q5972,80,tag_80
q6548,122,tag_122
q8992,133,tag_133
q5108,76,tag_76
q4989,74,tag_74
q5788,74,tag_74
q9945,77,tag_77
q9333,87,tag_87
q5031,144,tag_144
q8823,108,tag_108
q4203,83,tag_83
q6071,126,tag_126
q5500,82,tag_82
q9507,83,tag_83
q5996,104,tag_104
q590,31;37;184;182,tag_31 tag_37 tag_184 tag_182
q502,34;42;182;181,tag_34 tag_42 tag_182 tag_181
q8403,74,tag_74
q6054,82,tag_82
q8694,119,tag_119
q288,24;26;182;181,tag_24 tag_26 tag_182 tag_181
q6488,77,tag_77
q6374,85,tag_85
q4429,104,tag_104
q3714,78,tag_78
q8549,85,tag_85
q8759,83,tag_83
q6151,85,tag_85
q4996,74,tag_74
q4959,74,tag_74
q4770,74,tag_74
q744,31;32;183;182,tag_31 tag_32 tag_183 tag_182
q6312,74,tag_74
q8174,5;2;182,tag_5 tag_2 tag_182
q8076,4;2;179;182,tag_4 tag_2 tag_179 tag_182
q11143,8;2;185,tag_8 tag_2 tag_185
q8173,15;2;179;181,tag_15 tag_2 tag_179 tag_181
q19,20;21;183,tag_20 tag_21 tag_183
q10967,14;2;181,tag_14 tag_2 tag_181
q8059,8;2;179;181,tag_8 tag_2 tag_179 tag_181
q18,5;2;179;184,tag_5 tag_2 tag_179 tag_184
q196,17;7;181,tag_17 tag_7 tag_181
q1047,31;32;183;185,tag_31 tag_32 tag_183 tag_185
q842,34;42;183;182,tag_34 tag_42 tag_183 tag_182
q321,23;24;33;183;185,tag_23 tag_24 tag_33 tag_183 tag_185
q1337,34;42;181;185,tag_34 tag_42 tag_181 tag_185
q351,28;29;181;184,tag_28 tag_29 tag_181 tag_184
q653,24;40;184;181,tag_24 tag_40 tag_184 tag_181
q303,30;34;42;182;181,tag_30 tag_34 tag_42 tag_182 tag_181
q318,24;41;181;185,tag_24 tag_41 tag_181 tag_185
q756,24;50;183;182,tag_24 tag_50 tag_183 tag_182
q923,31;32;182;181,tag_31 tag_32 tag_182 tag_181
q11078,8;2;184,tag_8 tag_2 tag_184
q8121,1;2;179;184,tag_1 tag_2 tag_179 tag_184
q114,10;7;179;181,tag_10 tag_7 tag_179 tag_181
q11177,1;2;182,tag_1 tag_2 tag_182
q5379,104,tag_104
q9668,76,tag_76
q9141,77,tag_77
q9854,83,tag_83
q5064,93,tag_93
q4646,71,tag_71
q4838,122,tag_122
q9765,77,tag_77
q4100,135,tag_135
q9043,77,tag_77
q6747,82,tag_82
q4511,93,tag_93
q5953,80,tag_80
q9455,77,tag_77
q9976,76,tag_76
q5530,104,tag_104
q4276,135,tag_135
q9047,83,tag_83
q6496,92,tag_92
q5892,74,tag_74
q3775,96,tag_96
q9555,81,tag_81
q9147,76,tag_76
q6383,85,tag_85
q4157,92,tag_92
q5696,85,tag_85
q5609,83,tag_83
q5346,72,tag_72
q9910,85,tag_85
q5477,106,tag_106
q8929,78,tag_78
q8933,135,tag_135
q4062,73,tag_73
q5452,82,tag_82
q9726,77,tag_77
q5612,88,tag_88
q8494,76,tag_76
q4524,120,tag_120
q9381,119,tag_119
q4032,72,tag_72
q5476,106,tag_106
q8948,115,tag_115
q4574,83,tag_83
q4440,104,tag_104
q9168,85,tag_85
q8470,74,tag_74
q8882,77,tag_77
q9474,106,tag_106
q9134,76,tag_76
q6366,85,tag_85
q10176,85,tag_85
q5600,98,tag_98
q9783,75,tag_75
q5092,77,tag_77
q6202,95,tag_95
q8373,93,tag_93
q11099,11;7;183,tag_11 tag_7 tag_183
q11077,22;2;183,tag_22 tag_2 tag_183
q104,6;7;181,tag_6 tag_7 tag_181
q40,11;7;181,tag_11 tag_7 tag_181
q11183,8;2;184,tag_8 tag_2 tag_184
q8137,16;2;183,tag_16 tag_2 tag_183
q11161,22;2;184,tag_22 tag_2 tag_184
q89,14;2;185,tag_14 tag_2 tag_185
q11201,6;7;182,tag_6 tag_7 tag_182
q8127,6;7;182,tag_6 tag_7 tag_182
q11004,14;2;182,tag_14 tag_2 tag_182
q97,6;7;183,tag_6 tag_7 tag_183
q1062,24;43;184;183,tag_24 tag_43 tag_184 tag_183
q688,31;32;181;184,tag_31 tag_32 tag_181 tag_184
q557,38;39;181;183,tag_38 tag_39 tag_181 tag_183
q1188,179;44;45;184;181,tag_179 tag_44 tag_45 tag_184 tag_181
q1186,36;37;181;184,tag_36 tag_37 tag_181 tag_184
q1232,24;50;183;184,tag_24 tag_50 tag_183 tag_184
q493,24;48;184;181,tag_24 tag_48 tag_184 tag_181
q235,24;33;181;185,tag_24 tag_33 tag_181 tag_185
q1581,56;181;182,tag_56 tag_181 tag_182
q1582,58;181;182,tag_58 tag_181 tag_182
q1583,54;181;182,tag_54 tag_181 tag_182
q1648,52;185;181,tag_52 tag_185 tag_181
q1647,52;185;181,tag_52 tag_185 tag_181
q1649,52;185;181,tag_52 tag_185 tag_181
q2483,52;184;183,tag_52 tag_184 tag_183
q2482,53;184;183,tag_53 tag_184 tag_183
q2481,56;184;183,tag_56 tag_184 tag_183
q2104,53;182;183,tag_53 tag_182 tag_183
q2103,56;182;183,tag_56 tag_182 tag_183
q2105,55;182;183,tag_55 tag_182 tag_183
q9581,119,tag_119
q4006,78,tag_78
q9698,77,tag_77
q4488,92,tag_92
q8556,85,tag_85
q6438,85,tag_85
q6791,179;77,tag_179 tag_77
q6790,179;143,tag_179 tag_143
q6792,179;120,tag_179 tag_120
q6789,179;74,tag_179 tag_74
q6676,179;85,tag_179 tag_85
q6675,179;143,tag_179 tag_143
q6673,179;86,tag_179 tag_86
q6674,179;74,tag_179 tag_74
q6915,72,tag_72
q6914,76,tag_76
q6913,126,tag_126
q6916,143,tag_143
q10897,85,tag_85
q10898,119,tag_119
q10899,143,tag_143
q10896,73,tag_73
q6961,179;85,tag_179 tag_85
q6962,179;83,tag_179 tag_83
q6963,-1,tag_-1
q6964,179;122,tag_179 tag_122
q6836,143,tag_143
q6834,84,tag_84
q6833,80,tag_80
q6835,76,tag_76
q6958,78,tag_78
q6959,80,tag_80
q6957,143,tag_143
q6960,76,tag_76
q10638,99,tag_99
q10640,77,tag_77
q10639,99,tag_99
q10641,143,tag_143
q3402,65;179;56;184,tag_65 tag_179 tag_56 tag_184
q3404,65;179;54;184,tag_65 tag_179 tag_54 tag_184
q3403,65;179;52;184,tag_65 tag_179 tag_52 tag_184
q3417,60;56;183,tag_60 tag_56 tag_183
q3419,60;54;183,tag_60 tag_54 tag_183
q3418,60;53;183,tag_60 tag_53 tag_183
q3092,63;179;58;183,tag_63 tag_179 tag_58 tag_183
q3091,63;179;52;183,tag_63 tag_179 tag_52 tag_183
q3090,63;179;54;183,tag_63 tag_179 tag_54 tag_183
q8960,78,tag_78
q373,183;185;23;24;25,tag_183 tag_185 tag_23 tag_24 tag_25
q679,28;29;183;181,tag_28 tag_29 tag_183 tag_181
q1171,36;37;184;182,tag_36 tag_37 tag_184 tag_182
q5984,98,tag_98
q9146,85,tag_85
q6262,88,tag_88
q9138,77,tag_77
q6027,86,tag_86
q10330,74,tag_74
q5485,96,tag_96
q9758,77,tag_77
q8519,85,tag_85
q5775,109,tag_109
q11321,194;58;183,tag_194 tag_58 tag_183
q11322,194;54;183,tag_194 tag_54 tag_183
q11320,194;56;183,tag_194 tag_56 tag_183
q3529,65;179;52;184,tag_65 tag_179 tag_52 tag_184
q3528,65;179;56;184,tag_65 tag_179 tag_56 tag_184
q3530,65;179;54;184,tag_65 tag_179 tag_54 tag_184
q8936,78,tag_78
q4701,71,tag_71
q6057,121,tag_121
q10204,106,tag_106
q4828,129,tag_129
q5112,82,tag_82
q10017,78,tag_78
q766,24;41;185;183,tag_24 tag_41 tag_185 tag_183
q1095,24;33;185;183,tag_24 tag_33 tag_185 tag_183
q708,28;29;184;181,tag_28 tag_29 tag_184 tag_181
q1245,24;40;185;181,tag_24 tag_40 tag_185 tag_181
q11174,14;2;183,tag_14 tag_2 tag_183
q8090,1;2;185,tag_1 tag_2 tag_185
q8101,11;7;183,tag_11 tag_7 tag_183
q11006,13;2;184,tag_13 tag_2 tag_184
q8163,16;2;179;181,tag_16 tag_2 tag_179 tag_181
q11057,11;7;183,tag_11 tag_7 tag_183
q172,5;2;181,tag_5 tag_2 tag_181
q11046,14;2;182,tag_14 tag_2 tag_182
q127,6;7;185,tag_6 tag_7 tag_185
q11192,16;2;181,tag_16 tag_2 tag_181
q11043,14;2;183,tag_14 tag_2 tag_183
q150,5;2;182,tag_5 tag_2 tag_182
q2495,52;181;185,tag_52 tag_181 tag_185
q2493,56;181;185,tag_56 tag_181 tag_185
q2494,54;181;185,tag_54 tag_181 tag_185
q1438,53;184;183,tag_53 tag_184 tag_183
q1437,56;184;183,tag_56 tag_184 tag_183
q1439,52;184;183,tag_52 tag_184 tag_183
q2575,53;183;182,tag_53 tag_183 tag_182
q2576,179;55;183;182,tag_179 tag_55 tag_183 tag_182
q2574,56;183;182,tag_56 tag_183 tag_182
q2757,59;53;182,tag_59 tag_53 tag_182
q2759,59;55;182,tag_59 tag_55 tag_182
q2758,59;54;182,tag_59 tag_54 tag_182
q10199,77,tag_77
q3721,78,tag_78
q5771,89,tag_89
q8692,123,tag_123
q6451,71,tag_71
q6319,129,tag_129
q10121,77,tag_77
q9378,79,tag_79
q8510,83,tag_83
q11216,9;2;184,tag_9 tag_2 tag_184
q8102,17;7;182,tag_17 tag_7 tag_182
q64,9;2;181,tag_9 tag_2 tag_181
q11203,19;2;184,tag_19 tag_2 tag_184
q8177,1;2;179;181,tag_1 tag_2 tag_179 tag_181
q10971,8;2;183,tag_8 tag_2 tag_183
q35,6;7;183,tag_6 tag_7 tag_183
q57,20;21;179;183,tag_20 tag_21 tag_179 tag_183
q11218,14;2;182,tag_14 tag_2 tag_182
q167,5;2;181,tag_5 tag_2 tag_181
q11073,4;2;183,tag_4 tag_2 tag_183
q174,10;7;183,tag_10 tag_7 tag_183
q10998,3;2;182,tag_3 tag_2 tag_182
q3773,86,tag_86
q5481,86,tag_86
q8586,77,tag_77
q5898,119,tag_119
q8815,113,tag_113
q6375,85,tag_85
q2558,52;181;182,tag_52 tag_181 tag_182
q2557,52;181;182,tag_52 tag_181 tag_182
q2556,179;53;181;182,tag_179 tag_53 tag_181 tag_182
q1738,58;183;182,tag_58 tag_183 tag_182
q1739,55;183;182,tag_55 tag_183 tag_182
q1737,53;183;182,tag_53 tag_183 tag_182
q1875,56;182;183,tag_56 tag_182 tag_183
q1876,54;182;183,tag_54 tag_182 tag_183
q1877,57;182;183,tag_57 tag_182 tag_183
q1660,53;185;183,tag_53 tag_185 tag_183
q1659,56;185;183,tag_56 tag_185 tag_183
q1661,55;185;183,tag_55 tag_185 tag_183
q2146,52;183;182,tag_52 tag_183 tag_182
q2147,55;183;182,tag_55 tag_183 tag_182
q2145,53;183;182,tag_53 tag_183 tag_182
q1533,56;185;181,tag_56 tag_185 tag_181
q1534,58;185;181,tag_58 tag_185 tag_181
q1535,52;185;181,tag_52 tag_185 tag_181
q1745,54;183;182,tag_54 tag_183 tag_182
q1744,54;183;182,tag_54 tag_183 tag_182
q1743,58;183;182,tag_58 tag_183 tag_182
q2011,52;181;182,tag_52 tag_181 tag_182
q2012,55;181;182,tag_55 tag_181 tag_182
q2010,53;181;182,tag_53 tag_181 tag_182
q1852,52;182;181,tag_52 tag_182 tag_181
q1853,58;182;181,tag_58 tag_182 tag_181
q1851,56;182;181,tag_56 tag_182 tag_181
q5803,74,tag_74
q8819,108,tag_108
q4430,104,tag_104
q9081,85,tag_85
q5315,92,tag_92
q10126,85,tag_85
q10297,83,tag_83
q6030,103,tag_103
q10304,76,tag_76
q2243,52;183;182,tag_52 tag_183 tag_182
q2241,56;183;182,tag_56 tag_183 tag_182
q2242,179;52;183;182,tag_179 tag_52 tag_183 tag_182
q2180,179;54;182;183,tag_179 tag_54 tag_182 tag_183
q2179,53;182;183,tag_53 tag_182 tag_183
q2178,56;182;183,tag_56 tag_182 tag_183
q1818,53;183;185,tag_53 tag_183 tag_185
q1819,52;183;185,tag_52 tag_183 tag_185
q1820,179;54;183;185,tag_179 tag_54 tag_183 tag_185
q1477,52;181;184,tag_52 tag_181 tag_184
q1476,52;181;184,tag_52 tag_181 tag_184
q1478,54;181;184,tag_54 tag_181 tag_184
q1771,52;184;181;185,tag_52 tag_184 tag_181 tag_185
q1770,52;184;181;185,tag_52 tag_184 tag_181 tag_185
q1772,57;184;181;185,tag_57 tag_184 tag_181 tag_185
q2395,53;184;183,tag_53 tag_184 tag_183
q2396,57;184;183,tag_57 tag_184 tag_183
q2394,56;184;183,tag_56 tag_184 tag_183
q2408,55;182;181;183,tag_55 tag_182 tag_181 tag_183
q2406,54;182;181;183,tag_54 tag_182 tag_181 tag_183
q2407,57;182;181;183,tag_57 tag_182 tag_181 tag_183
q1428,56;184;181,tag_56 tag_184 tag_181
q1429,52;184;181,tag_52 tag_184 tag_181
q1430,52;184;181,tag_52 tag_184 tag_181
q125,6;7;181,tag_6 tag_7 tag_181
q11104,22;2;181,tag_22 tag_2 tag_181
q8106,5;2;181,tag_5 tag_2 tag_181
q181,9;2;181,tag_9 tag_2 tag_181
q6364,93,tag_93
q10229,84,tag_84
q5966,98,tag_98
q5098,83,tag_83
q4842,87,tag_87
q4325,76,tag_76
q379,185;181;31;32,tag_185 tag_181 tag_31 tag_32
q10029,78,tag_78
q5126,74,tag_74
q1124,30;34;35;182;184,tag_30 tag_34 tag_35 tag_182 tag_184
q481,30;34;42;184;181,tag_30 tag_34 tag_42 tag_184 tag_181
q1329,30;28;29;185;181,tag_30 tag_28 tag_29 tag_185 tag_181
q1030,34;35;185;184,tag_34 tag_35 tag_185 tag_184
q716,24;26;184;185,tag_24 tag_26 tag_184 tag_185
q4107,76,tag_76
q10267,85,tag_85
q6525,124,tag_124
q9895,74,tag_74
q1207,30;28;29;183;185,tag_30 tag_28 tag_29 tag_183 tag_185
q3641,74,tag_74
q6308,74,tag_74
q5303,98,tag_98
q8562,85,tag_85
q4104,85,tag_85
q8851,110,tag_110
q9644,78,tag_78
q4689,71,tag_71
q5663,120,tag_120
q1043,38;39;183;185,tag_38 tag_39 tag_183 tag_185
q199,24;33;184;183,tag_24 tag_33 tag_184 tag_183
q897,30;36;37;183;182,tag_30 tag_36 tag_37 tag_183 tag_182
q4322,76,tag_76
q4936,74,tag_74
q6019,86,tag_86
q3669,77,tag_77
q6253,72,tag_72
q9822,141,tag_141
q3998,88,tag_88
q10192,77,tag_77
q8375,76,tag_76
q5448,82,tag_82
q10238,83,tag_83
q4041,81,tag_81
q6206,90,tag_90
q6162,80,tag_80
q8696,119,tag_119
q9099,85,tag_85
q5387,71,tag_71
q5288,79,tag_79
q8984,81,tag_81
q8833,111,tag_111
q5673,121,tag_121
q8512,76,tag_76
q553,24;40;181;183,tag_24 tag_40 tag_181 tag_183
q1407,56;181;185,tag_56 tag_181 tag_185
q1408,52;181;185,tag_52 tag_181 tag_185
q1409,55;181;185,tag_55 tag_181 tag_185
q1920,56;181;184,tag_56 tag_181 tag_184
q1921,52;181;184,tag_52 tag_181 tag_184
q1922,55;181;184,tag_55 tag_181 tag_184
q4287,80,tag_80
q8726,142,tag_142
q5931,84,tag_84
q5523,106,tag_106
q11015,9;2;184,tag_9 tag_2 tag_184
q889,30;34;35;181;183,tag_30 tag_34 tag_35 tag_181 tag_183
q8387,78,tag_78
q349,24;40;184;182,tag_24 tag_40 tag_184 tag_182
q1042,24;33;184;185,tag_24 tag_33 tag_184 tag_185
q8683,90,tag_90
q10321,73,tag_73
q4034,135,tag_135
q4783,131,tag_131
q4117,74,tag_74
q3649,74,tag_74
q9102,83,tag_83
q6741,132,tag_132
q10308,120,tag_120
q4740,71,tag_71
q8713,88,tag_88
q6093,119,tag_119
q8379,74,tag_74
q8732,142,tag_142
q11145,22;2;181,tag_22 tag_2 tag_181
q106,4;2;184,tag_4 tag_2 tag_184
q8,20;21;179;184,tag_20 tag_21 tag_179 tag_184
q8081,18;7;185,tag_18 tag_7 tag_185
q11067,6;7;181,tag_6 tag_7 tag_181
q6,9;2;179;182,tag_9 tag_2 tag_179 tag_182
q8119,5;2;179;182,tag_5 tag_2 tag_179 tag_182
q11075,22;2;181,tag_22 tag_2 tag_181
q10963,6;7;181,tag_6 tag_7 tag_181
q58,5;2;179;184,tag_5 tag_2 tag_179 tag_184
q39,10;7;179;183,tag_10 tag_7 tag_179 tag_183
q11132,8;2;182,tag_8 tag_2 tag_182
q8144,9;2;182,tag_9 tag_2 tag_182
q11233,6;7;183,tag_6 tag_7 tag_183
q900,24;43;182;184,tag_24 tag_43 tag_182 tag_184
q8522,77,tag_77
q4638,71,tag_71
q10142,76,tag_76
q6000,98,tag_98
q9073,77,tag_77
q10189,77,tag_77
q8848,110,tag_110
q6533,120,tag_120
q1310,38;39;181;185,tag_38 tag_39 tag_181 tag_185
q269,27;24;26;181;183,tag_27 tag_24 tag_26 tag_181 tag_183
q8580,77,tag_77
q9097,71,tag_71
q4827,89,tag_89
q9156,76,tag_76
q5942,84,tag_84
q3934,78,tag_78
q9621,87,tag_87
q5533,84,tag_84
q8518,77,tag_77
q4295,85,tag_85
q9920,85,tag_85
q4577,76,tag_76
q5361,78,tag_78
q8461,74,tag_74
q11061,11;7;183,tag_11 tag_7 tag_183
q9024,78,tag_78
q8210,85,tag_85
q5410,78,tag_78
q6482,77,tag_77
q4854,71,tag_71
q5136,74,tag_74
q5789,74,tag_74
q3805,103,tag_103
q5294,84,tag_84
q6552,119,tag_119
q5470,103,tag_103
q5198,74,tag_74
q4175,72,tag_72
q4486,80,tag_80
q2562,56;182;183,tag_56 tag_182 tag_183
q2563,52;182;183,tag_52 tag_182 tag_183
q2564,179;52;182;183,tag_179 tag_52 tag_182 tag_183
q2586,53;181;182,tag_53 tag_181 tag_182
q2587,54;181;182,tag_54 tag_181 tag_182
q2588,52;181;182,tag_52 tag_181 tag_182
q2511,56;184;183,tag_56 tag_184 tag_183
q2512,53;184;183,tag_53 tag_184 tag_183
q2513,54;184;183,tag_54 tag_184 tag_183
q2223,56;183;184,tag_56 tag_183 tag_184
q2224,56;183;184,tag_56 tag_183 tag_184
q2225,179;52;183;184,tag_179 tag_52 tag_183 tag_184
q2262,54;182;181,tag_54 tag_182 tag_181
q2263,52;182;181,tag_52 tag_182 tag_181
q2264,54;182;181,tag_54 tag_182 tag_181
q1515,56;182;181;183,tag_56 tag_182 tag_181 tag_183
q1516,52;182;181;183,tag_52 tag_182 tag_181 tag_183
q1517,55;182;181;183,tag_55 tag_182 tag_181 tag_183
q2550,56;184;183,tag_56 tag_184 tag_183
q2551,179;52;184;183,tag_179 tag_52 tag_184 tag_183
q2552,54;184;183,tag_54 tag_184 tag_183
q2055,53;185;181,tag_53 tag_185 tag_181
q2056,52;185;181,tag_52 tag_185 tag_181
q2057,55;185;181,tag_55 tag_185 tag_181
q75,6;7;181,tag_6 tag_7 tag_181
q30,13;2;179;182,tag_13 tag_2 tag_179 tag_182
q83,6;7;185,tag_6 tag_7 tag_185
q8149,17;7;183,tag_17 tag_7 tag_183
q8671,87,tag_87
q5493,86,tag_86
q4097,88,tag_88
q5521,82,tag_82
q586,34;42;182;181,tag_34 tag_42 tag_182 tag_181
q261,31;32;184;181,tag_31 tag_32 tag_184 tag_181
q17638,24;50;184;181,tag_24 tag_50 tag_184 tag_181
q4383,84,tag_84
q6447,83,tag_83
q6213,88,tag_88
q9648,78,tag_78
q4915,74,tag_74
q8854,76,tag_76
q9891,83,tag_83
q5828,74,tag_74
q760,23;24;33;181;182,tag_23 tag_24 tag_33 tag_181 tag_182
q683,38;39;184;181,tag_38 tag_39 tag_184 tag_181
q6196,120,tag_120
q5483,86,tag_86
q6489,98,tag_98
q1399,30;34;35;182;181,tag_30 tag_34 tag_35 tag_182 tag_181
q755,44;45;182;181,tag_44 tag_45 tag_182 tag_181
q5435,96,tag_96
q8889,76,tag_76
q17231,71,tag_71
q3869,74,tag_74
q10079,84,tag_84
q4081,119,tag_119
q9374,121,tag_121
q5191,74,tag_74
q5793,74,tag_74
q6158,78,tag_78
q3645,74,tag_74
q4067,121,tag_121
q1031,30;24;25;181;185,tag_30 tag_24 tag_25 tag_181 tag_185
q1040,27;24;25;185;183,tag_27 tag_24 tag_25 tag_185 tag_183
q829,24;48;184;181,tag_24 tag_48 tag_184 tag_181
q391,38;39;185;183,tag_38 tag_39 tag_185 tag_183
q3626,74,tag_74
q5970,80,tag_80
q6448,85,tag_85
q4130,74,tag_74
q225,30;34;35;181;185,tag_30 tag_34 tag_35 tag_181 tag_185
q1053,38;39;183;185,tag_38 tag_39 tag_183 tag_185
q1141,31;32;184;181,tag_31 tag_32 tag_184 tag_181
q1163,30;36;37;181;183,tag_30 tag_36 tag_37 tag_181 tag_183
q806,30;38;39;184;181,tag_30 tag_38 tag_39 tag_184 tag_181
q9495,84,tag_84
q4165,78,tag_78
q10169,85,tag_85
q17260,86,tag_86
q1364,179;28;29;182;184,tag_179 tag_28 tag_29 tag_182 tag_184
q544,34;42;184;182,tag_34 tag_42 tag_184 tag_182
q615,30;31;32;183;182,tag_30 tag_31 tag_32 tag_183 tag_182
q812,24;43;181;184,tag_24 tag_43 tag_181 tag_184
q6396,77,tag_77
q5353,81,tag_81
q9096,74,tag_74
q6226,135,tag_135
q17162,74,tag_74
q8366,74,tag_74
q8669,121,tag_121
q17313,85,tag_85
q9981,84,tag_84
q17171,119,tag_119
q17277,76,tag_76
q5402,90,tag_90
q5451,103,tag_103
q17140,96,tag_96
q9806,140,tag_140
q4580,84,tag_84
q5734,88,tag_88
q17357,83,tag_83
q370,181;185;24;48,tag_181 tag_185 tag_24 tag_48
q1028,24;26;181;185,tag_24 tag_26 tag_181 tag_185
q8912,133,tag_133
q5714,76,tag_76
q4052,78,tag_78
q17109,76,tag_76
q9191,76,tag_76
q6092,119,tag_119
q17111,71,tag_71
q6360,80,tag_80
q8957,78,tag_78
q1057,28;29;185;183,tag_28 tag_29 tag_185 tag_183
q613,31;32;182;184,tag_31 tag_32 tag_182 tag_184
q1338,28;37;184;181,tag_28 tag_37 tag_184 tag_181
q629,28;29;184;182,tag_28 tag_29 tag_184 tag_182
q1273,24;50;184;181,tag_24 tag_50 tag_184 tag_181
q496,179;24;40;181;183,tag_179 tag_24 tag_40 tag_181 tag_183
q1130,38;39;184;182,tag_38 tag_39 tag_184 tag_182
q17190,77,tag_77
q8743,128,tag_128
q4652,71,tag_71
q10315,86,tag_86
q5359,78,tag_78
q4813,98,tag_98
q6209,119,tag_119
q4021,98,tag_98
q5384,71,tag_71
q413,38;39;181;183,tag_38 tag_39 tag_181 tag_183
q8412,74,tag_74
q3825,86,tag_86
q5948,84,tag_84
q4061,90,tag_90
q3837,86,tag_86
q4442,98,tag_98
q5711,83,tag_83
q4171,84,tag_84
q4538,72,tag_72
q3779,106,tag_106
q264,179;38;39;184;182,tag_179 tag_38 tag_39 tag_184 tag_182
q1102,179;31;32;183;185,tag_179 tag_31 tag_32 tag_183 tag_185
q894,24;50;182;183,tag_24 tag_50 tag_182 tag_183
q9042,85,tag_85
q6099,120,tag_120
q10150,83,tag_83
q1190,179;31;32;184;181,tag_179 tag_31 tag_32 tag_184 tag_181
q1390,179;34;35;181;183,tag_179 tag_34 tag_35 tag_181 tag_183
q1223,31;32;184;185,tag_31 tag_32 tag_184 tag_185
q4233,71,tag_71
q8183,88,tag_88
q5638,94,tag_94
q10133,83,tag_83
q4182,76,tag_76
q10282,77,tag_77
q5047,107,tag_107
q9071,85,tag_85
q1234,24;48;184;183,tag_24 tag_48 tag_184 tag_183
q871,30;34;42;181;185,tag_30 tag_34 tag_42 tag_181 tag_185
q1024,24;50;185;183,tag_24 tag_50 tag_185 tag_183
q5059,107,tag_107
q10182,77,tag_77
q483,24;43;182;184,tag_24 tag_43 tag_182 tag_184
q961,36;37;183;184,tag_36 tag_37 tag_183 tag_184
q757,24;40;182;181,tag_24 tag_40 tag_182 tag_181
q1048,36;37;185;181,tag_36 tag_37 tag_185 tag_181
q526,28;29;183;185,tag_28 tag_29 tag_183 tag_185
q1370,31;32;182;181,tag_31 tag_32 tag_182 tag_181
q4992,74,tag_74
q10228,84,tag_84
q4008,77,tag_77
q17082,83,tag_83
q8839,137,tag_137
q3963,83,tag_83
q9624,78,tag_78
q4039,81,tag_81
q9619,119,tag_119
q4087,121,tag_121
q10110,77,tag_77
q488,30;179;28;29;183;182,tag_30 tag_179 tag_28 tag_29 tag_183 tag_182
q720,28;29;181;183,tag_28 tag_29 tag_181 tag_183
q4662,71,tag_71
q9199,85,tag_85
q4208,106,tag_106
q9700,77,tag_77
q10036,78,tag_78
q8587,106,tag_106
q5592,98,tag_98
q10158,85,tag_85
q4346,104,tag_104
q4525,121,tag_121
q8792,85,tag_85
q4871,71,tag_71
q9101,74,tag_74
q9541,94,tag_94
q5779,107,tag_107
q10006,83,tag_83
q3939,76,tag_76
q5118,74,tag_74
q4240,96,tag_96
q10291,85,tag_85
q9607,87,tag_87
q5068,106,tag_106
q8500,77,tag_77
q8909,78,tag_78
q4560,101,tag_101
q9376,112,tag_112
q3930,75,tag_75
q9338,87,tag_87
q4271,98,tag_98
q9487,76,tag_76
q10093,83,tag_83
q8533,77,tag_77
q6737,80,tag_80
q9065,83,tag_83
q4170,106,tag_106
q9473,106,tag_106
q9753,85,tag_85
q4138,135,tag_135
q4922,76,tag_76
q10070,76,tag_76
q5502,82,tag_82
q5623,81,tag_81
q5590,104,tag_104
q4363,82,tag_82
q10077,84,tag_84
q9385,95,tag_95
q4621,96,tag_96
q10125,85,tag_85
q6117,119,tag_119
q10269,76,tag_76
q1189,24;25;181;183,tag_24 tag_25 tag_181 tag_183
q704,38;39;183;181,tag_38 tag_39 tag_183 tag_181
q6113,119,tag_119
q5587,98,tag_98
q8186,71,tag_71
q9752,77,tag_77
q6109,119,tag_119
q6421,77,tag_77
